Item,Speed,Accuracy,Predicted_Speed,Predicted_Accuracy
142,67,0.9690000000000001,74.82718989310447,0.9776694781447399
143,85,0.9790000000000001,74.84839938466045,0.9777676433960881
144,74,0.9620000000000001,74.86960887621645,0.9778658086474363
145,69,0.966,74.89081836777243,0.9779639738987844
146,81,0.987,74.91202785932842,0.9780621391501326
147,81,0.9690000000000001,74.9332373508844,0.9781603044014808
148,67,0.961,74.95444684244039,0.9782584696528289
149,96,0.98,74.97565633399637,0.9783566349041771
150,69,0.95,74.99686582555236,0.9784548001555253
151,74,0.973,75.01807531710834,0.9785529654068734
152,75,0.975,75.03928480866433,0.9786511306582216
153,75,0.9740000000000001,75.06049430022031,0.9787492959095698
154,74,0.968,75.0817037917763,0.9788474611609179
155,64,0.96,75.1029132833323,0.9789456264122661
156,65,0.9640000000000001,75.12412277488828,0.9790437916636143
157,74,0.966,75.14533226644427,0.9791419569149624
158,69,0.955,75.16654175800025,0.9792401221663106
159,77,0.965,75.18775124955624,0.9793382874176588
160,79,0.9670000000000001,75.20896074111222,0.979436452669007
161,69,0.963,75.23017023266821,0.9795346179203551
162,77,0.958,75.2513797242242,0.9796327831717033
163,78,0.966,75.27258921578019,0.9797309484230515
164,78,0.963,75.29379870733617,0.9798291136743996
165,70,0.97,75.31500819889216,0.9799272789257478
166,81,0.9690000000000001,75.33621769044814,0.980025444177096
167,72,0.968,75.35742718200413,0.9801236094284441
168,83,0.991,75.37863667356011,0.9802217746797923
169,87,0.995,75.3998461651161,0.9803199399311405
170,83,0.981,75.42105565667208,0.9804181051824886
171,80,0.9790000000000001,75.44226514822807,0.9805162704338368
172,84,0.972,75.46347463978405,0.980614435685185
173,86,0.981,75.48468413134005,0.9807126009365331
174,83,0.976,75.50589362289602,0.9808107661878813
175,79,0.968,75.52710311445202,0.9809089314392295
176,84,0.983,75.54831260600801,0.9810070966905777
177,77,0.985,75.56952209756399,0.9811052619419258
178,82,0.976,75.59073158911998,0.981203427193274
179,76,0.9620000000000001,75.61194108067596,0.9813015924446222
180,73,0.992,75.63315057223195,0.9813997576959703
181,77,0.993,75.65436006378793,0.9814979229473185
182,82,0.9940000000000001,75.67556955534393,0.9815960881986667
183,98,1.0,75.6967790468999,0.9816942534500148
184,75,0.992,75.7179885384559,0.981792418701363
185,77,0.9840000000000001,75.73919803001188,0.9818905839527112
186,74,0.996,75.76040752156787,0.9819887492040593
187,75,0.99,75.78161701312385,0.9820869144554075
188,79,0.981,75.80282650467984,0.9821850797067557
189,72,0.9890000000000001,75.82403599623582,0.9822832449581038
190,76,0.986,75.84524548779181,0.982381410209452
191,77,0.985,75.8664549793478,0.9824795754608002
192,84,0.995,75.88766447090379,0.9825777407121483
193,73,0.981,75.90887396245978,0.9826759059634965
194,69,0.981,75.93008345401576,0.9827740712148447
195,79,0.996,75.95129294557175,0.9828722364661928
196,71,0.987,75.97250243712773,0.982970401717541
197,75,0.988,75.99371192868372,0.9830685669688892
198,65,0.9940000000000001,76.0149214202397,0.9831667322202374
199,76,0.993,76.0361309117957,0.9832648974715855
200,67,1.0,76.05734040335167,0.9833630627229337
201,79,0.997,76.07854989490767,0.9834612279742819
202,69,0.997,76.09975938646365,0.98355939322563
203,82,0.993,76.12096887801964,0.9836575584769782
204,68,0.986,76.14217836957562,0.9837557237283264
205,66,0.9890000000000001,76.16338786113161,0.9838538889796745
206,69,0.988,76.18459735268759,0.9839520542310227
207,80,0.9890000000000001,76.20580684424358,0.9840502194823709
208,78,0.988,76.22701633579956,0.984148384733719
209,77,0.993,76.24822582735555,0.9842465499850672
210,81,0.992,76.26943531891153,0.9843447152364154
211,70,0.9890000000000001,76.29064481046753,0.9844428804877635
212,75,0.995,76.3118543020235,0.9845410457391117
213,74,0.995,76.3330637935795,0.9846392109904599
214,73,0.992,76.35427328513549,0.9847373762418081
215,75,0.997,76.37548277669147,0.9848355414931562
216,67,0.986,76.39669226824746,0.9849337067445044
217,76,0.988,76.41790175980344,0.9850318719958526
218,65,0.993,76.43911125135944,0.9851300372472007
219,74,0.9840000000000001,76.46032074291541,0.9852282024985489
220,72,0.9940000000000001,76.4815302344714,0.9853263677498971
